row_number	crash_date	crash_report_id	crash_time	collision_type	count_pedestrian	count_bicycle	scooter	wheel_chair	number_of_vehicles	street_or_highway	nearest_intersection	report_date	type_of_roadway	road_surface_condition	light_condition	weather_condition	manner_of_impact	hit_and_run	traffic_control	person_count	injury_count	most_serious_injury	number_of_lanes	lat_raw	lon_raw	has_st_number	is_intersection_null	address_sent_to_geocoder	api_coord_conf	best_coordinate_set	street_intersects_self	best_coordinate_set_expanded	final_lat	final_lon	pvd_nhood	pvd_wards	geoid20
59	2023-01-25	888641	18:03:00	Pedestrian	1	NA	FALSE	FALSE	1	RANDALL ST	CHARLES ST	2023-01-25	Two-Way , Not Divided	Wet	Dark - Lighted	Sleet, Hail (Freezing Rain or Drizzle)	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	3	1	Non-Incapacitating	NA	41.83744	-71.41053	FALSE	FALSE	Randall Street and Charles Street, Providence, RI, USA	Med	Raw	FALSE	Raw	41.83744	-71.41053	College Hill	3	440070031003018
60	2023-01-24	888584	06:21:00	Pedestrian	1	NA	FALSE	FALSE	1	CHARLES ST	ASHBURTON ST	2023-01-24	One-Way Trafficway	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Stop Signs	1	1	Incapacitating	NA	41.83648	-71.41272	FALSE	FALSE	Charles Street and Ashburton Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.83648	-71.41272	Mount Hope	3	440070031003010
61	2023-01-23	888560	18:05:00	Pedestrian	1	NA	FALSE	FALSE	1	BROADWAY	SERVICE ROAD 7	2023-01-23	Two-Way , Not Divided	Wet	Dark - Not Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	Yes, Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.82182	-71.42064	FALSE	FALSE	Broadway and Service Road 7, Providence, RI, USA	Med	NA	FALSE	Raw	41.82182	-71.42064	Federal Hill	13	440070011002001
62	2023-01-23	888578	21:00:00	Pedestrian	1	NA	FALSE	FALSE	1	GEORGE ST	THAYER ST	2023-01-23	Two-Way , Not Divided	Wet	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Stop Signs	2	1	Complains Of Pain	NA	41.82553	-71.40037	FALSE	FALSE	George Street and Thayer Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.82553	-71.40037	College Hill	2	440070036021000
63	2023-01-22	888509	02:32:00	Pedestrian	1	NA	FALSE	FALSE	1	CLEMENCE ST	WEYBOSSET ST	2023-01-22	One-Way Trafficway	Dry	Dark - Not Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Non-Incapacitating	NA	41.82185	-71.41227	FALSE	FALSE	Clemence Street and Weybosset Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82185	-71.41227	Downtown	1	440070008003041
64	2023-01-22	888527	18:28:00	Pedestrian	1	NA	FALSE	FALSE	1	NORTH MAIN ST.	SMITHFIELD AVE	2023-01-22	Two-Way, Divided, Positive Median Barrier	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.85336	-71.40114	FALSE	FALSE	North Main St. and Smithfield Ave, Providence, RI, USA	Med	NA	FALSE	Raw	41.85336	-71.40114	Hope	3	440070033004018
65	2023-01-20	888475	18:47:00	Bicycle	NA	2	FALSE	FALSE	1	PUBLIC ST	BROAD ST	2023-01-20	Two-Way , Not Divided	Wet	Dark - Lighted	Sleet, Hail (Freezing Rain or Drizzle)	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	2	2	Complains Of Pain	NA	41.80442	-71.41935	FALSE	FALSE	Public Street and Broad Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80442	-71.41935	Lower South Providence	11	440070004002006
66	2023-01-20	888477	17:34:00	Pedestrian	1	NA	FALSE	FALSE	1	EXCHANGE TERRACE	EXCHANGE ST	2023-01-20	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Flashing Traffic Control Signal	5	1	Complains Of Pain	NA	41.82611	-71.4116	FALSE	FALSE	Exchange Terrace and Exchange Street, Providence, RI, USA	Med High	Geocoded	FALSE	Amended	41.8250247	-71.41480469999999	Downtown	1	440070008001049
67	2023-01-19	888445	18:39:00	Pedestrian	1	NA	FALSE	FALSE	1	ORCHARD AVE	BUTLER AVE	2023-01-19	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	4	1	Complains Of Pain	NA	41.83202	-71.38417	FALSE	FALSE	Orchard Ave and Butler Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83202	-71.38417	Wayland	2	440070035004008
68	2023-01-19	888448	20:29:00	Pedestrian	1	NA	FALSE	FALSE	1	FRANCIS ST	AMERICAN EXPRESS PLZ	2023-01-19	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	0	No Injury	NA	41.8273	-71.41543	FALSE	FALSE	Francis Street and American Express Plz, Providence, RI, USA	Med	Raw	FALSE	Raw	41.8273	-71.41543	Downtown	12	440070008001029
69	2023-01-18	888390	10:26:00	Bicycle	NA	1	FALSE	FALSE	1	CRANSTON ST	WAVERLY ST	2023-01-18	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.80809	-71.43475	FALSE	FALSE	Cranston Street and Waverly Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80809	-71.43475	West End	8	440070014002002
70	2023-01-17	888376	18:08:00	Pedestrian	1	NA	FALSE	FALSE	1	VALLEY ST	GROVE ST	2023-01-17	Two-Way , Not Divided	Wet	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	1	Complains Of Pain	NA	41.82023	-71.44039	FALSE	FALSE	Valley Street and Grove Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82023	-71.44039	Olneyville	15	440070019006014
71	2023-01-16	888333	17:41:00	Pedestrian	1	NA	FALSE	FALSE	1	OAKLAND AVE	SMITH ST	2023-01-16	Two-Way , Not Divided	Wet	Dark - Not Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	1	Complains Of Pain	NA	41.83618	-71.43046	FALSE	FALSE	Oakland Ave and Smith Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83618	-71.43046	Elmhurst	12	440070023002003
72	2023-01-14	888279	21:52:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	FRICKER ST	2023-01-14	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	4	1	Non-Incapacitating	NA	41.81528	-71.42066	FALSE	FALSE	Broad Street and Fricker Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.81528	-71.42066	Upper South Providence	11	440070007003004
73	2023-01-13	888225	08:20:00	Pedestrian	1	NA	TRUE	FALSE	1	WESTMINSTER ST	BARTON ST	2023-01-13	Two-Way , Not Divided	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Person	3	1	Complains Of Pain	NA	41.81592	-71.43653	FALSE	FALSE	Westminster Street and Barton Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81592	-71.43653	West End	13	440070013001002
74	2023-01-13	888237	12:28:00	Bicycle	NA	1	FALSE	FALSE	1	BROAD ST	LENOX AVE	2023-01-13	Two-Way , Not Divided	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	2	0	No Injury	NA	41.79843	-71.41495	FALSE	FALSE	Broad Street and Lenox Ave, Providence, RI, USA	Med	NA	FALSE	Raw	41.79843	-71.41495	Elmwood	9	440070002004000
75	2023-01-13	888245	17:00:00	Pedestrian	1	NA	FALSE	FALSE	1	ATWELLS AVE	CUTLER ST	2023-01-13	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	3	1	Complains Of Pain	NA	41.82467	-71.4415	FALSE	FALSE	Atwells Ave and Cutler Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82467	-71.4415	Olneyville	15	440070019006000
76	2023-01-13	888252	20:42:00	Pedestrian	1	NA	FALSE	FALSE	1	ADMIRAL ST	HAWKINS ST	2023-01-13	Two-Way , Not Divided	Wet	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Pavement Markings	3	1	Complains Of Pain	NA	41.84591	-71.42831	FALSE	FALSE	Admiral Street and Hawkins Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.84591	-71.42831	Wanskuck	4	440070027001010
77	2023-01-12	888665	15:00:00	Pedestrian	1	NA	FALSE	FALSE	1	FULTON ST	DORRANCE ST	2023-01-27	Two-Way , Not Divided	Unknown	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	1	Non-Incapacitating	2	41.82413	-71.41236	FALSE	FALSE	Fulton Street and Dorrance Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.82413	-71.41236	Downtown	1	440070008003031
78	2023-01-10	888144	18:38:00	Pedestrian	1	NA	FALSE	FALSE	1	PLAINFIELD ST.	POCASSET AVE	2023-01-10	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	41.8137	-71.44793	FALSE	FALSE	Plainfield St. and Pocasset Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.8137	-71.44793	Silver Lake	15	440070016012012
79	2023-01-08	888094	02:22:00	Pedestrian	1	NA	FALSE	FALSE	1	EDDY ST	OXFORD ST	2023-01-08	Two-Way, Divided, Unprotected (painted>4feet) Medium	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Incapacitating	NA	NA	NA	FALSE	FALSE	Eddy Street and Oxford Street, Providence, RI, USA	Med High	NA	FALSE	Amended	41.8031182	-71.4066724	Lower South Providence	11	440070006001081
80	2023-01-07	888121	16:40:00	Pedestrian	1	NA	FALSE	FALSE	1	BROAD ST	ADELAIDE AVE	2023-01-09	Two-Way , Not Divided	Dry	Dusk	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	5	1	Complains Of Pain	NA	41.79882	-71.41543	FALSE	FALSE	Broad Street and Adelaide Ave, Providence, RI, USA	Med	NA	FALSE	Raw	41.79882	-71.41543	Elmwood	9	440070002004000
81	2023-01-05	888039	21:55:00	Bicycle	NA	1	FALSE	FALSE	1	FRICKER ST.	BROAD ST	2023-01-06	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Stop Signs	2	1	Non-Incapacitating	NA	41.81539	-71.42076	FALSE	FALSE	Fricker St. and Broad Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81539	-71.42076	West End	11	440070012001003
82	2023-01-04	887992	01:56:00	Pedestrian	1	NA	FALSE	FALSE	1	PUBLIC ST	BROAD ST	2023-01-04	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	1	Complains Of Pain	NA	41.80442	-71.41935	FALSE	FALSE	Public Street and Broad Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80442	-71.41935	Lower South Providence	11	440070004002006
83	2023-01-03	887972	14:25:00	Bicycle	NA	1	FALSE	FALSE	1	SMITH ST	CALVERLY ST	2023-01-03	Two-Way , Not Divided	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.83297	-71.42	FALSE	FALSE	Smith Street and Calverly Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83297	-71.42	Smith Hill	12	440070025002002
84	2023-01-03	887980	17:28:00	Pedestrian	1	NA	FALSE	FALSE	1	POTTERS AVE.	ELMWOOD AVE	2023-01-03	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Non-Incapacitating	NA	41.8015	-71.42631	FALSE	FALSE	Potters Ave. and Elmwood Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.8015	-71.42631	Elmwood	9	440070003024012
85	2023-01-02	887960	18:21:00	Pedestrian	1	NA	FALSE	FALSE	1	OLNEY ST	HOPE ST	2023-01-02	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	2	1	Complains Of Pain	NA	41.83571	-71.40161	FALSE	FALSE	Olney Street and Hope Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83571	-71.40161	College Hill	3	440070031001009
86	2023-01-01	887942	20:49:00	Bicycle	NA	1	FALSE	FALSE	1	Montgomery Ave	Broad Street	2023-01-01	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.78589	-71.40163	FALSE	FALSE	Montgomery Ave and Broad Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.78589	-71.40163	Washington Park	10	440070001014011
87	2022-12-31	887891	17:15:00	Pedestrian	2	NA	FALSE	FALSE	1	MATHEWSON ST	WESTMINSTER ST	2022-12-31	One-Way Trafficway	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	2	Complains Of Pain	NA	41.82221	-71.4137	FALSE	FALSE	Mathewson Street and Westminster Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82221	-71.4137	Downtown	1	440070008003038
88	2022-12-23	887675	16:51:00	Pedestrian	1	NA	FALSE	FALSE	1	PUTNAM ST.	ATWELLS AVE	2022-12-23	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Non-Incapacitating	NA	41.82465	-71.44375	FALSE	FALSE	Putnam St. and Atwells Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82465	-71.44375	Olneyville	6	440070019006003
89	2022-12-23	887683	18:18:00	Pedestrian	1	NA	FALSE	FALSE	1	UNION AVE	LINWOOD AVE	2022-12-23	Two-Way , Not Divided	Wet	Dark - Lighted	Severe Crosswinds	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	0	No Injury	NA	41.80906	-71.43921	FALSE	FALSE	Union Ave and Linwood Ave, Providence, RI, USA	Med	NA	FALSE	Raw	41.80906	-71.43921	West End	13	440070013003008
90	2022-12-21	887591	09:27:00	Bicycle	NA	1	FALSE	FALSE	1	ATWELLS AVE	EAGLE ST	2022-12-21	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.82446	-71.4355	FALSE	FALSE	Atwells Ave and Eagle Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82446	-71.4355	Olneyville	15	440070019001002
91	2022-12-21	887611	18:24:00	Pedestrian	2	NA	FALSE	FALSE	1	PITMAN ST	BUTLER AVE	2022-12-21	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.8268	-71.38594	FALSE	FALSE	Pitman Street and Butler Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.8268	-71.38594	Fox Point	1	440070035002003
92	2022-12-20	887572	18:58:00	Pedestrian	1	NA	FALSE	FALSE	1	Douglas Ave	CHAD BROWN ST	2022-12-20	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Incapacitating	NA	41.83885	-71.42538	FALSE	FALSE	Douglas Ave and Chad Brown Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83885	-71.42538	Smith Hill	12	440070026003005
93	2022-12-19	887520	11:59:00	Pedestrian	1	NA	FALSE	FALSE	1	387 CHARLES ST	CHARLES ST	2022-12-19	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	0	No Injury	NA	NA	NA	TRUE	FALSE	387 Charles Street, Providence, RI, USA	High	NA	FALSE	Amended	41.843616	-71.417562	Charles	4	440070029004011
94	2022-12-19	887539	19:14:00	Pedestrian	1	NA	FALSE	FALSE	1	PUBLIC ST.	BROAD ST	2022-12-19	Two-Way , Not Divided	Dry	Dark - Not Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Non-Incapacitating	NA	41.80446	-71.41927	FALSE	FALSE	Public St. and Broad Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80446	-71.41927	Lower South Providence	11	440070004002006
95	2022-12-18	887507	19:53:00	Pedestrian	1	NA	FALSE	FALSE	1	CLYM ST	ADMIRAL ST	2022-12-18	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Non-Incapacitating	NA	41.84418	-71.42372	FALSE	FALSE	Clym Street and Admiral Street, Providence, RI, USA	Med	Raw	FALSE	Raw	41.84418	-71.42372	Wanskuck	4	440070027003001
96	2022-12-16	887439	22:54:00	Pedestrian	1	NA	FALSE	FALSE	1	WESTMINSTER STREET	LYMAN ST	2022-12-16	Two-Way , Not Divided	Wet	Dark - Lighted	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	2	1	Complains Of Pain	NA	41.81842	-71.41972	FALSE	FALSE	Westminster Street and Lyman Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.81842	-71.41972	Upper South Providence	11	440070007003002
97	2022-12-14	887339	08:36:00	Pedestrian	1	NA	FALSE	FALSE	1	BRANCH AVE	CHARLES ST	2022-12-14	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.85034	-71.42015	FALSE	FALSE	Branch Ave and Charles Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.85034	-71.42015	Charles	4	440070029004006
98	2022-12-14	887348	13:41:00	Pedestrian	2	NA	FALSE	FALSE	1	BELLEVUE AVE	DEXTER ST	2022-12-14	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	4	1	Complains Of Pain	NA	41.80744	-71.4287	FALSE	FALSE	Bellevue Ave and Dexter Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80744	-71.4287	West End	8	440070014002001
99	2022-12-14	887354	16:45:00	Other	1	NA	FALSE	TRUE	1	51 SILVER SPRING STREET	NA	2022-12-14	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	NA	NA	NA	TRUE	TRUE	51 Silver Spring Street, Providence, RI, USA	High	NA	FALSE	Amended	41.8454522	-71.4166633	Charles	4	440070029004013
100	2022-12-13	887305	14:20:00	Pedestrian	1	NA	FALSE	FALSE	1	HOLDEN STREET	EDITH ST	2022-12-13	Two-Way, Not Divided With a Continuous Left Turn Lane	Dry	Daylight	Cloudy	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.82971	-71.41941	FALSE	FALSE	Holden Street and Edith Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82971	-71.41941	Smith Hill	12	440070025002019
101	2022-12-12	887284	12:39:00	Pedestrian	1	NA	FALSE	FALSE	1	CRANSTON ST	NIANTIC AVE	2022-12-12	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	0	No Injury	NA	41.80336	-71.44009	FALSE	FALSE	Cranston Street and Niantic Ave, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80336	-71.44009	Reservoir	NA	440070141003007
102	2022-12-12	887292	15:15:00	Pedestrian	1	NA	FALSE	FALSE	1	BLACKSTONE ST	EDDY ST	2022-12-12	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Pavement Markings	5	1	Complains Of Pain	NA	41.81013	-71.40722	FALSE	FALSE	Blackstone Street and Eddy Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.81013	-71.40722	Upper South Providence	11	440070006002000
103	2022-12-11	887247	17:36:00	Other	NA	1	TRUE	FALSE	1	WATERMAN ST	HOPE ST	2022-12-11	Two-Way , Not Divided	Snow	Dark - Lighted	Snow	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	1	Complains Of Pain	NA	41.82758	-71.39723	FALSE	FALSE	Waterman Street and Hope Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82758	-71.39723	College Hill	1	440070036013001
104	2022-12-09	887190	23:17:00	Bicycle	NA	1	FALSE	FALSE	1	SABIN ST	BROADWAY	2022-12-10	One-Way Trafficway	Dry	Dark - Lighted	Clear	Sideswipe, Same Direction	Yes, M/V and Driver Left Scene	Traffic Control Signal	1	0	No Injury	NA	41.82312	-71.41727	FALSE	FALSE	Sabin Street and Broadway, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82312	-71.41727	Downtown	1	440070008001059
105	2022-12-06	888114	10:02:00	Bicycle	NA	1	FALSE	FALSE	1	904 Broad St	BROAD ST	2023-01-09	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	No Controls	3	1	Complains Of Pain	2	41.7992	-71.41591	TRUE	FALSE	904 Broad Street, Providence, RI, USA	High	NA	FALSE	Raw	41.7992	-71.41591	Elmwood	9	440070002001003
106	2022-12-05	887042	21:18:00	Pedestrian	1	NA	FALSE	FALSE	1	UNION AVE	EXIT	2022-12-05	Two-Way, Divided, Positive Median Barrier	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	1	1	Complains Of Pain	NA	41.80854	-71.44116	FALSE	FALSE	Union Ave and Exit, Providence, RI, USA	Med	Raw	FALSE	Raw	41.80854	-71.44116	Silver Lake	15	440070014005008
107	2022-12-03	885964	12:26:00	Pedestrian	2	NA	FALSE	FALSE	1	BROAD ST	PEARL ST	2022-12-03	Two-Way , Not Divided	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	3	2	Non-Incapacitating	NA	41.81475	-71.42095	FALSE	FALSE	Broad Street and Pearl Street, Providence, RI, USA	Med	NA	FALSE	Raw	41.81475	-71.42095	Upper South Providence	11	440070007003013
108	2022-12-03	886999	14:47:00	Pedestrian	1	NA	FALSE	FALSE	1	WAYLAND AVE	S ANGELL ST	2022-12-04	One-Way Trafficway	Wet	Daylight	Rain	Not a Collision Between Two Motor Vehicles in Transport	No	Traffic Control Signal	2	1	Complains Of Pain	NA	41.83003	-71.38795	FALSE	FALSE	Wayland Ave and S Angell Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.83003	-71.38795	Wayland	1	440070035003001
109	2022-12-02	885948	19:02:00	Pedestrian	1	NA	FALSE	FALSE	1	WAYLAND AVE	PITMAN ST	2022-12-02	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	3	1	Complains Of Pain	2	41.82672	-71.38849	FALSE	FALSE	Wayland Ave and Pitman Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.82672	-71.38849	Fox Point	1	440070035003009
110	2022-12-02	885951	01:26:00	Pedestrian	1	NA	FALSE	FALSE	1	PAVILION AVE	RUGBY ST	2022-12-03	Two-Way , Not Divided	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	No Controls	2	1	Complains Of Pain	NA	41.7968	-71.40689	FALSE	FALSE	Pavilion Ave and Rugby Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.7968	-71.40689	Lower South Providence	10	440070005003014
111	2022-12-01	885917	21:54:00	Pedestrian	1	NA	FALSE	FALSE	1	ADMIRAL STREET	RIVER AVE	2022-12-01	Unknown	Dry	Dark - Lighted	Clear	Not a Collision Between Two Motor Vehicles in Transport	Yes, M/V and Driver Left Scene	Traffic Control Signal	3	0	No Injury	NA	41.84911	-71.43873	FALSE	FALSE	Admiral Street and River Ave, Providence, RI, USA	Med High	Raw	FALSE	Raw	41.84911	-71.43873	Elmhurst	14	440070024002004
112	2022-11-29	885832	15:09:00	Pedestrian	1	NA	FALSE	FALSE	1	CALDER ST.	GREENWICH ST	2022-11-29	Two-Way , Not Divided	Dry	Daylight	Clear	Not a Collision Between Two Motor Vehicles in Transport	No	Stop Signs	4	1	Complains Of Pain	NA	41.80224	-71.42992	FALSE	FALSE	Calder St. and Greenwich Street, Providence, RI, USA	Med High	NA	FALSE	Raw	41.80224	-71.42992	West End	8	440070003012003
